as Ls bs rhos al Ll bl rhol bt rhot Ne u C Ve h2s h2l prev thr maxG Vas Va large.gamma
1 1e+05 0.256073263100876 0.371963368449562 30 209.174949376922 0.256073263100876 0 0.300000002324181 0.349999998837909 5000 1e-06 0.1 1955.49246978494 0.439503672166622 0.120992655666757 0.0062037202597183 74392.6736899125 212550.496962615 1955.49246978494 538.335040272261 27.9762512719245
1 1e+05 0.256073263100876 0.371963368449562 30 209.174949376922 0.256073263100876 0 0.300000002324181 0.349999998837909 5000 1e-06 0.2 1955.49246978494 0.443084754029075 0.11383049194185 0.00286071038614335 74392.6736899125 212550.496962615 1955.49246978494 502.374924436229 29.9787979506333
1 1e+05 0.256073263100876 0.371963368449562 30 209.174949376922 0.256073263100876 0 0.300000002324181 0.349999998837909 5000 1e-06 0.3 1955.49246978494 0.444970922116007 0.110058155767985 0.00182935303518866 74392.6736899125 212550.496962615 1955.49246978494 483.667323292202 31.1383375098088
1 1e+05 0.256073263100876 0.371963368449562 30 209.174949376922 0.256073263100876 0 0.300000002324181 0.349999998837909 5000 1e-06 0.4 1955.49246978494 0.446230973247666 0.107538053504669 0.00133481725773191 74392.6736899125 212550.496962615 1955.49246978494 471.257860728988 31.9582920735607
1 1e+05 0.256073263100876 0.371963368449562 30 209.174949376922 0.256073263100876 0 0.300000002324181 0.349999998837909 5000 1e-06 0.5 1955.49246978494 0.447168124598613 0.105663750802774 0.00104641472138291 74392.6736899125 212550.496962615 1955.49246978494 462.073787592815 32.5934877924951
1 1e+05 0.256073263100876 0.371963368449562 30 209.174949376922 0.256073263100876 0 0.300000002324181 0.349999998837909 5000 1e-06 0.6 1955.49246978494 0.447909623720786 0.104180752558429 0.000858208841080656 74392.6736899125 212550.496962615 1955.49246978494 454.834337856361 33.1122677019487
1 1e+05 0.256073263100876 0.371963368449562 30 209.174949376922 0.256073263100876 0 0.300000002324181 0.349999998837909 5000 1e-06 0.7 1955.49246978494 0.448520555678572 0.102958888642857 0.000726038867218242 74392.6736899125 212550.496962615 1955.49246978494 448.887634890959 33.5509271909368
1 1e+05 0.256073263100876 0.371963368449562 30 209.174949376922 0.256073263100876 0 0.300000002324181 0.349999998837909 5000 1e-06 0.8 1955.49246978494 0.449038414274866 0.101923171450267 0.000628298731561236 74392.6736899125 212550.496962615 1955.49246978494 443.859562860461 33.9309944300402
1 1e+05 0.256073263100876 0.371963368449562 30 209.174949376922 0.256073263100876 0 0.300000002324181 0.349999998837909 5000 1e-06 0.9 1955.49246978494 0.449486801989187 0.101026396021626 0.000553184247360371 74392.6736899125 212550.496962615 1955.49246978494 439.515366848421 34.2663703959467
