"cost" "thr" "target.size" "theta" "h2" "Ne" "mu" "rho" "b" "gamma" "env.sd" "norm.prev"
"184" 0.4 814.027543179226 1e+05 0.004 0.5 1000 1e-06 0.00407013771589613 0.991859724568208 5.5 31.2808380507575 0.0165901239995493
"185" 0.43 814.027543179226 1e+05 0.004 0.5 1000 1e-06 0.00407013771589613 0.991859724568208 5.5 31.2808380507575 0.0152481442557153
"186" 0.46 814.027543179226 1e+05 0.004 0.5 1000 1e-06 0.00407013771589613 0.991859724568208 5.5 31.2808380507575 0.0140985300035202
"187" 0.49 814.027543179226 1e+05 0.004 0.5 1000 1e-06 0.00407013771589613 0.991859724568208 5.5 31.2808380507575 0.0131032962023363
"188" 0.52 814.027543179226 1e+05 0.004 0.5 1000 1e-06 0.00407013771589613 0.991859724568208 5.5 31.2808380507575 0.0122337651217642
"189" 0.55 814.027543179226 1e+05 0.004 0.5 1000 1e-06 0.00407013771589613 0.991859724568208 5.5 31.2808380507575 0.0114678931160931
"190" 0.58 814.027543179226 1e+05 0.004 0.5 1000 1e-06 0.00407013771589613 0.991859724568208 5.5 31.2808380507575 0.0107884659965609
"191" 0.61 814.027543179226 1e+05 0.004 0.5 1000 1e-06 0.00407013771589613 0.991859724568208 5.5 31.2808380507575 0.0101818513157297
"192" 0.64 814.027543179226 1e+05 0.004 0.5 1000 1e-06 0.00407013771589613 0.991859724568208 5.5 31.2808380507575 0.00963711728217664
"193" 0.67 814.027543179226 1e+05 0.004 0.5 1000 1e-06 0.00407013771589613 0.991859724568208 5.5 31.2808380507575 0.00914539875588238
"194" 0.7 814.027543179226 1e+05 0.004 0.5 1000 1e-06 0.00407013771589613 0.991859724568208 5.5 31.2808380507575 0.00869943327395373
"195" 0.73 814.027543179226 1e+05 0.004 0.5 1000 1e-06 0.00407013771589613 0.991859724568208 5.5 31.2808380507575 0.00829321630163427
"196" 0.76 814.027543179226 1e+05 0.004 0.5 1000 1e-06 0.00407013771589613 0.991859724568208 5.5 31.2808380507575 0.00792174151430913
"197" 0.79 814.027543179226 1e+05 0.004 0.5 1000 1e-06 0.00407013771589613 0.991859724568208 5.5 31.2808380507575 0.00758080266458405
"198" 0.82 814.027543179226 1e+05 0.004 0.5 1000 1e-06 0.00407013771589613 0.991859724568208 5.5 31.2808380507575 0.00726684068446348
"199" 0.85 814.027543179226 1e+05 0.004 0.5 1000 1e-06 0.00407013771589613 0.991859724568208 5.5 31.2808380507575 0.00697682444370951
"200" 0.88 814.027543179226 1e+05 0.004 0.5 1000 1e-06 0.00407013771589613 0.991859724568208 5.5 31.2808380507575 0.00670815684740433
"201" 0.91 814.027543179226 1e+05 0.004 0.5 1000 1e-06 0.00407013771589613 0.991859724568208 5.5 31.2808380507575 0.00645860022041467
"202" 0.94 814.027543179226 1e+05 0.004 0.5 1000 1e-06 0.00407013771589613 0.991859724568208 5.5 31.2808380507575 0.00622621652114275
"203" 0.97 814.027543179226 1e+05 0.004 0.5 1000 1e-06 0.00407013771589613 0.991859724568208 5.5 31.2808380507575 0.00600931906465585
"204" 1 814.027543179226 1e+05 0.004 0.5 1000 1e-06 0.00407013771589613 0.991859724568208 5.5 31.2808380507575 0.00580643325686181
"205" 0.01 300.236451347398 1e+05 0.004 0.5 1000 1e-06 0.00150118225673699 0.996997635486526 6.5 10.1228003262248 NA
"206" 0.04 300.236451347398 1e+05 0.004 0.5 1000 1e-06 0.00150118225673699 0.996997635486526 6.5 10.1228003262248 NA
"207" 0.07 300.236451347398 1e+05 0.004 0.5 1000 1e-06 0.00150118225673699 0.996997635486526 6.5 10.1228003262248 0.174334529445161
"208" 0.1 300.236451347398 1e+05 0.004 0.5 1000 1e-06 0.00150118225673699 0.996997635486526 6.5 10.1228003262248 0.103545633015774
"209" 0.13 300.236451347398 1e+05 0.004 0.5 1000 1e-06 0.00150118225673699 0.996997635486526 6.5 10.1228003262248 0.0728656268902704
"210" 0.16 300.236451347398 1e+05 0.004 0.5 1000 1e-06 0.00150118225673699 0.996997635486526 6.5 10.1228003262248 0.0557916606291399
"211" 0.19 300.236451347398 1e+05 0.004 0.5 1000 1e-06 0.00150118225673699 0.996997635486526 6.5 10.1228003262248 0.0449726312952273
"212" 0.22 300.236451347398 1e+05 0.004 0.5 1000 1e-06 0.00150118225673699 0.996997635486526 6.5 10.1228003262248 0.0375343092182919
"213" 0.25 300.236451347398 1e+05 0.004 0.5 1000 1e-06 0.00150118225673699 0.996997635486526 6.5 10.1228003262248 0.0321231671441421
"214" 0.28 300.236451347398 1e+05 0.004 0.5 1000 1e-06 0.00150118225673699 0.996997635486526 6.5 10.1228003262248 0.0280197327881841
"215" 0.31 300.236451347398 1e+05 0.004 0.5 1000 1e-06 0.00150118225673699 0.996997635486526 6.5 10.1228003262248 0.0248071069505821
"216" 0.34 300.236451347398 1e+05 0.004 0.5 1000 1e-06 0.00150118225673699 0.996997635486526 6.5 10.1228003262248 0.0222274997795493
"217" 0.37 300.236451347398 1e+05 0.004 0.5 1000 1e-06 0.00150118225673699 0.996997635486526 6.5 10.1228003262248 0.0201131900844506
"218" 0.4 300.236451347398 1e+05 0.004 0.5 1000 1e-06 0.00150118225673699 0.996997635486526 6.5 10.1228003262248 0.018350492975716
"219" 0.43 300.236451347398 1e+05 0.004 0.5 1000 1e-06 0.00150118225673699 0.996997635486526 6.5 10.1228003262248 0.0168597054850805
"220" 0.46 300.236451347398 1e+05 0.004 0.5 1000 1e-06 0.00150118225673699 0.996997635486526 6.5 10.1228003262248 0.0155833446951658
"221" 0.49 300.236451347398 1e+05 0.004 0.5 1000 1e-06 0.00150118225673699 0.996997635486526 6.5 10.1228003262248 0.0144789421750732
"222" 0.52 300.236451347398 1e+05 0.004 0.5 1000 1e-06 0.00150118225673699 0.996997635486526 6.5 10.1228003262248 0.0135144639557483
"223" 0.55 300.236451347398 1e+05 0.004 0.5 1000 1e-06 0.00150118225673699 0.996997635486526 6.5 10.1228003262248 0.0126653058570373
"224" 0.58 300.236451347398 1e+05 0.004 0.5 1000 1e-06 0.00150118225673699 0.996997635486526 6.5 10.1228003262248 0.0119122674890767
"225" 0.61 300.236451347398 1e+05 0.004 0.5 1000 1e-06 0.00150118225673699 0.996997635486526 6.5 10.1228003262248 0.0112401529236863
"226" 0.64 300.236451347398 1e+05 0.004 0.5 1000 1e-06 0.00150118225673699 0.996997635486526 6.5 10.1228003262248 0.0106367834473775
"227" 0.67 300.236451347398 1e+05 0.004 0.5 1000 1e-06 0.00150118225673699 0.996997635486526 6.5 10.1228003262248 0.010092287744314
"228" 0.7 300.236451347398 1e+05 0.004 0.5 1000 1e-06 0.00150118225673699 0.996997635486526 6.5 10.1228003262248 0.00959858282194526
"229" 0.73 300.236451347398 1e+05 0.004 0.5 1000 1e-06 0.00150118225673699 0.996997635486526 6.5 10.1228003262248 0.00914898857660795
"230" 0.76 300.236451347398 1e+05 0.004 0.5 1000 1e-06 0.00150118225673699 0.996997635486526 6.5 10.1228003262248 0.0087379376004364
"231" 0.79 300.236451347398 1e+05 0.004 0.5 1000 1e-06 0.00150118225673699 0.996997635486526 6.5 10.1228003262248 0.00836075392209901
"232" 0.82 300.236451347398 1e+05 0.004 0.5 1000 1e-06 0.00150118225673699 0.996997635486526 6.5 10.1228003262248 0.00801348234935284
"233" 0.85 300.236451347398 1e+05 0.004 0.5 1000 1e-06 0.00150118225673699 0.996997635486526 6.5 10.1228003262248 0.00769275543954351
"234" 0.88 300.236451347398 1e+05 0.004 0.5 1000 1e-06 0.00150118225673699 0.996997635486526 6.5 10.1228003262248 0.00739568878485719
"235" 0.91 300.236451347398 1e+05 0.004 0.5 1000 1e-06 0.00150118225673699 0.996997635486526 6.5 10.1228003262248 0.00711979783891914
"236" 0.94 300.236451347398 1e+05 0.004 0.5 1000 1e-06 0.00150118225673699 0.996997635486526 6.5 10.1228003262248 0.00686293129865612
"237" 0.97 300.236451347398 1e+05 0.004 0.5 1000 1e-06 0.00150118225673699 0.996997635486526 6.5 10.1228003262248 0.00662321732974092
"238" 1 300.236451347398 1e+05 0.004 0.5 1000 1e-06 0.00150118225673699 0.996997635486526 6.5 10.1228003262248 0.00639901984374369
"239" 0.01 110.55572738472 1e+05 0.004 0.5 1000 1e-06 0.0005527786369236 0.998894442726153 7.5 11.0441435789234 NA
"240" 0.04 110.55572738472 1e+05 0.004 0.5 1000 1e-06 0.0005527786369236 0.998894442726153 7.5 11.0441435789234 NA
"241" 0.07 110.55572738472 1e+05 0.004 0.5 1000 1e-06 0.0005527786369236 0.998894442726153 7.5 11.0441435789234 0.195908848033193
"242" 0.1 110.55572738472 1e+05 0.004 0.5 1000 1e-06 0.0005527786369236 0.998894442726153 7.5 11.0441435789234 0.114533652067413
"243" 0.13 110.55572738472 1e+05 0.004 0.5 1000 1e-06 0.0005527786369236 0.998894442726153 7.5 11.0441435789234 0.0801511547938836
"244" 0.16 110.55572738472 1e+05 0.004 0.5 1000 1e-06 0.0005527786369236 0.998894442726153 7.5 11.0441435789234 0.0611877832861888
"245" 0.19 110.55572738472 1e+05 0.004 0.5 1000 1e-06 0.0005527786369236 0.998894442726153 7.5 11.0441435789234 0.0492288152757248
"246" 0.22 110.55572738472 1e+05 0.004 0.5 1000 1e-06 0.0005527786369236 0.998894442726153 7.5 11.0441435789234 0.0410316165494158
"247" 0.25 110.55572738472 1e+05 0.004 0.5 1000 1e-06 0.0005527786369236 0.998894442726153 7.5 11.0441435789234 0.0350810283297587
"248" 0.28 110.55572738472 1e+05 0.004 0.5 1000 1e-06 0.0005527786369236 0.998894442726153 7.5 11.0441435789234 0.0305756328722998
"249" 0.31 110.55572738472 1e+05 0.004 0.5 1000 1e-06 0.0005527786369236 0.998894442726153 7.5 11.0441435789234 0.0270526460675887
"250" 0.34 110.55572738472 1e+05 0.004 0.5 1000 1e-06 0.0005527786369236 0.998894442726153 7.5 11.0441435789234 0.0242266371424763
"251" 0.37 110.55572738472 1e+05 0.004 0.5 1000 1e-06 0.0005527786369236 0.998894442726153 7.5 11.0441435789234 0.0219122703566803
"252" 0.4 110.55572738472 1e+05 0.004 0.5 1000 1e-06 0.0005527786369236 0.998894442726153 7.5 11.0441435789234 0.0199841216566846
"253" 0.43 110.55572738472 1e+05 0.004 0.5 1000 1e-06 0.0005527786369236 0.998894442726153 7.5 11.0441435789234 0.0183543733664463
"254" 0.46 110.55572738472 1e+05 0.004 0.5 1000 1e-06 0.0005527786369236 0.998894442726153 7.5 11.0441435789234 0.016959760006819
"255" 0.49 110.55572738472 1e+05 0.004 0.5 1000 1e-06 0.0005527786369236 0.998894442726153 7.5 11.0441435789234 0.0157535850427895
"256" 0.52 110.55572738472 1e+05 0.004 0.5 1000 1e-06 0.0005527786369236 0.998894442726153 7.5 11.0441435789234 0.0147006540005485
"257" 0.55 110.55572738472 1e+05 0.004 0.5 1000 1e-06 0.0005527786369236 0.998894442726153 7.5 11.0441435789234 0.0137739545646355
"258" 0.58 110.55572738472 1e+05 0.004 0.5 1000 1e-06 0.0005527786369236 0.998894442726153 7.5 11.0441435789234 0.0129524204525886
"259" 0.61 110.55572738472 1e+05 0.004 0.5 1000 1e-06 0.0005527786369236 0.998894442726153 7.5 11.0441435789234 0.0122193884198419
"260" 0.64 110.55572738472 1e+05 0.004 0.5 1000 1e-06 0.0005527786369236 0.998894442726153 7.5 11.0441435789234 0.0115615105662816
"261" 0.67 110.55572738472 1e+05 0.004 0.5 1000 1e-06 0.0005527786369236 0.998894442726153 7.5 11.0441435789234 0.0109679728836837
"262" 0.7 110.55572738472 1e+05 0.004 0.5 1000 1e-06 0.0005527786369236 0.998894442726153 7.5 11.0441435789234 0.0104299241790065
"263" 0.73 110.55572738472 1e+05 0.004 0.5 1000 1e-06 0.0005527786369236 0.998894442726153 7.5 11.0441435789234 0.00994005228309602
"264" 0.76 110.55572738472 1e+05 0.004 0.5 1000 1e-06 0.0005527786369236 0.998894442726153 7.5 11.0441435789234 0.00949226515455037
"265" 0.79 110.55572738472 1e+05 0.004 0.5 1000 1e-06 0.0005527786369236 0.998894442726153 7.5 11.0441435789234 0.00908144785811049
"266" 0.82 110.55572738472 1e+05 0.004 0.5 1000 1e-06 0.0005527786369236 0.998894442726153 7.5 11.0441435789234 0.00870327520857406
"267" 0.85 110.55572738472 1e+05 0.004 0.5 1000 1e-06 0.0005527786369236 0.998894442726153 7.5 11.0441435789234 0.00835406578678466
"268" 0.88 110.55572738472 1e+05 0.004 0.5 1000 1e-06 0.0005527786369236 0.998894442726153 7.5 11.0441435789234 0.00803066707304423
"269" 0.91 110.55572738472 1e+05 0.004 0.5 1000 1e-06 0.0005527786369236 0.998894442726153 7.5 11.0441435789234 0.00773036424371187
"270" 0.94 110.55572738472 1e+05 0.004 0.5 1000 1e-06 0.0005527786369236 0.998894442726153 7.5 11.0441435789234 0.00745080714636637
"271" 0.97 110.55572738472 1e+05 0.004 0.5 1000 1e-06 0.0005527786369236 0.998894442726153 7.5 11.0441435789234 0.00718995137255785
"272" 1 110.55572738472 1e+05 0.004 0.5 1000 1e-06 0.0005527786369236 0.998894442726153 7.5 11.0441435789234 0.00694601035977138
"273" 0.01 40.6853956110413 1e+05 0.004 0.5 1000 1e-06 0.000203426978055207 0.99959314604389 8.5 12.2946780139687 NA
"274" 0.04 40.6853956110413 1e+05 0.004 0.5 1000 1e-06 0.000203426978055207 0.99959314604389 8.5 12.2946780139687 NA
"275" 0.07 40.6853956110413 1e+05 0.004 0.5 1000 1e-06 0.000203426978055207 0.99959314604389 8.5 12.2946780139687 0.217878328408624
"276" 0.1 40.6853956110413 1e+05 0.004 0.5 1000 1e-06 0.000203426978055207 0.99959314604389 8.5 12.2946780139687 0.125225960273139
"277" 0.13 40.6853956110413 1e+05 0.004 0.5 1000 1e-06 0.000203426978055207 0.99959314604389 8.5 12.2946780139687 0.0871532793379336
"278" 0.16 40.6853956110413 1e+05 0.004 0.5 1000 1e-06 0.000203426978055207 0.99959314604389 8.5 12.2946780139687 0.0663432505783773
"279" 0.19 40.6853956110413 1e+05 0.004 0.5 1000 1e-06 0.000203426978055207 0.99959314604389 8.5 12.2946780139687 0.053280755322985
"280" 0.22 40.6853956110413 1e+05 0.004 0.5 1000 1e-06 0.000203426978055207 0.99959314604389 8.5 12.2946780139687 0.0443531358077603
"281" 0.25 40.6853956110413 1e+05 0.004 0.5 1000 1e-06 0.000203426978055207 0.99959314604389 8.5 12.2946780139687 0.0378853372063789
"282" 0.28 40.6853956110413 1e+05 0.004 0.5 1000 1e-06 0.000203426978055207 0.99959314604389 8.5 12.2946780139687 0.0329956289791471
"283" 0.31 40.6853956110413 1e+05 0.004 0.5 1000 1e-06 0.000203426978055207 0.99959314604389 8.5 12.2946780139687 0.0291765410938333
"284" 0.34 40.6853956110413 1e+05 0.004 0.5 1000 1e-06 0.000203426978055207 0.99959314604389 8.5 12.2946780139687 0.0261158483257441
"285" 0.37 40.6853956110413 1e+05 0.004 0.5 1000 1e-06 0.000203426978055207 0.99959314604389 8.5 12.2946780139687 0.0236111999708027
"286" 0.4 40.6853956110413 1e+05 0.004 0.5 1000 1e-06 0.000203426978055207 0.99959314604389 8.5 12.2946780139687 0.0215258640008513
"287" 0.43 40.6853956110413 1e+05 0.004 0.5 1000 1e-06 0.000203426978055207 0.99959314604389 8.5 12.2946780139687 0.0197642237921506
"288" 0.46 40.6853956110413 1e+05 0.004 0.5 1000 1e-06 0.000203426978055207 0.99959314604389 8.5 12.2946780139687 0.0182574667664885
"289" 0.49 40.6853956110413 1e+05 0.004 0.5 1000 1e-06 0.000203426978055207 0.99959314604389 8.5 12.2946780139687 0.0169548468984544
"290" 0.52 40.6853956110413 1e+05 0.004 0.5 1000 1e-06 0.000203426978055207 0.99959314604389 8.5 12.2946780139687 0.0158181468511949
"291" 0.55 40.6853956110413 1e+05 0.004 0.5 1000 1e-06 0.000203426978055207 0.99959314604389 8.5 12.2946780139687 0.0148180537779646
"292" 0.58 40.6853956110413 1e+05 0.004 0.5 1000 1e-06 0.000203426978055207 0.99959314604389 8.5 12.2946780139687 0.0139317207321537
"293" 0.61 40.6853956110413 1e+05 0.004 0.5 1000 1e-06 0.000203426978055207 0.99959314604389 8.5 12.2946780139687 0.0131410854657543
"294" 0.64 40.6853956110413 1e+05 0.004 0.5 1000 1e-06 0.000203426978055207 0.99959314604389 8.5 12.2946780139687 0.0124316862425655
"295" 0.67 40.6853956110413 1e+05 0.004 0.5 1000 1e-06 0.000203426978055207 0.99959314604389 8.5 12.2946780139687 0.0117918116548593
"296" 0.7 40.6853956110413 1e+05 0.004 0.5 1000 1e-06 0.000203426978055207 0.99959314604389 8.5 12.2946780139687 0.0112118797083174
"297" 0.73 40.6853956110413 1e+05 0.004 0.5 1000 1e-06 0.000203426978055207 0.99959314604389 8.5 12.2946780139687 0.010683977306633
"298" 0.76 40.6853956110413 1e+05 0.004 0.5 1000 1e-06 0.000203426978055207 0.99959314604389 8.5 12.2946780139687 0.0102015138989415
"299" 0.79 40.6853956110413 1e+05 0.004 0.5 1000 1e-06 0.000203426978055207 0.99959314604389 8.5 12.2946780139687 0.00975895765809542
"300" 0.82 40.6853956110413 1e+05 0.004 0.5 1000 1e-06 0.000203426978055207 0.99959314604389 8.5 12.2946780139687 0.00935163217622448
"301" 0.85 40.6853956110413 1e+05 0.004 0.5 1000 1e-06 0.000203426978055207 0.99959314604389 8.5 12.2946780139687 0.00897555811678008
"302" 0.88 40.6853956110413 1e+05 0.004 0.5 1000 1e-06 0.000203426978055207 0.99959314604389 8.5 12.2946780139687 0.00862732866504434
"303" 0.91 40.6853956110413 1e+05 0.004 0.5 1000 1e-06 0.000203426978055207 0.99959314604389 8.5 12.2946780139687 0.00830401067014319
"304" 0.94 40.6853956110413 1e+05 0.004 0.5 1000 1e-06 0.000203426978055207 0.99959314604389 8.5 12.2946780139687 0.00800306551635377
"305" 0.97 40.6853956110413 1e+05 0.004 0.5 1000 1e-06 0.000203426978055207 0.99959314604389 8.5 12.2946780139687 0.00772228528921881
"306" 1 40.6853956110413 1e+05 0.004 0.5 1000 1e-06 0.000203426978055207 0.99959314604389 8.5 12.2946780139687 0.00745974090358081
