as std.as std.al phit ft std.ft ys yl Ls bs rhos al Ll bl rhol bt rhot Ne u C Ve norm.sd h2s h2l h2 h2os h2ol prev deltas deltal maxG bigU_small bigU_large bigU thr mean.nl tstar
1 0.030243488791192 0.414392175611959 0.0138662369603678 0.000383764549714231 0.0126891626942854 1.53505819885692 35.1281377314985 9466266.30385898 0.645490368086507 0.177254815956746 13.7018641755592 533734 1 0 0.799999999993106 0.100000000003447 1000 1e-08 1 546.64606634929 0.889534206405965 0.291271104366291 0.208728895633709 0.5 0.00987856588158146 0.0197460539750588 0.00477030455980654 0.000383764549714231 0.00878203443287463 33558834.1554738 0.122207674417657 0.146263015477558 0.26847067324379 3355883.58297615 1.21551264737255 3.18764313470612
1 0.0306689348064792 0.443881576028835 0.0138631208331186 0.0003875588490652 0.0126368539210994 1.5502353962608 38.8344726284336 9507008.64141699 0.649895455537518 0.175052272231241 14.4733287552934 492991 1 0 0.799999999996236 0.100000000001882 1000 1e-08 1 531.584879975589 0.894371536880543 0.299900445982064 0.200099554017936 0.5 0.0100900784891265 0.0201681575608173 0.00476910239320394 0.0003875588490652 0.0097086181571084 33284458.9156357 0.123571234236256 0.142704416328017 0.266275671325086 3328447.92960417 1.01557472053231 3.13821092797183
1 0.031124121432503 0.475832714092361 0.0138572099125063 0.000391620800447948 0.0125825495603862 1.56648320179179 43.0870971190894 9545947.90467479 0.654563365601063 0.172718317199468 15.2882295850268 454052 1 0 0.799999999998507 0.100000000000746 1000 1e-08 1 516.149846113059 0.899511808108426 0.30912149292649 0.19087850707351 0.5 0.0103160326600289 0.0206190727515446 0.00476682213747032 0.000391620800447948 0.0107717742797724 32975198.2484308 0.124968555766727 0.138833024390812 0.263801585987446 3297521.11633844 0.843040493668438 3.09193599773012
1 0.0316086883851659 0.510449096980165 0.0138486144549987 0.000395965093420398 0.0125270966196189 1.58386037368159 47.9928128112932 9583126.57539875 0.65950109285556 0.17024945357222 16.1490122829557 416873 1 0 0.799999999999653 0.100000000000174 1000 1e-08 1 500.445806417374 0.904952955348687 0.318939851394322 0.181060148605678 0.5 0.0105573904772891 0.0211007242303879 0.00476350652626377 0.000395965093420398 0.0119982032028233 32630427.5456627 0.126401648988973 0.134641743948652 0.261043420365302 3263045.12595011 0.6948930894972 3.04868438533219
1 0.0320906586294641 0.545649831072636 0.0138381872298218 0.000400323416268025 0.0124747647248495 1.6012936650721 53.3243325562386 9616541.06764194 0.664398230034962 0.167800884982519 17.0033852334725 383459 1 0 0.799999999994194 0.100000000002903 1000 1e-08 1 485.526281291985 0.910339552940143 0.328718101647259 0.171281898352741 0.5 0.0107994182473627 0.021583720338755 0.00475948474011525 0.000400323416268025 0.0133310831390596 32273284.3317681 0.127784257287997 0.130402021964842 0.258186274654145 3227329.20324211 0.57528548634512 3.01061732492899
1 0.0326284760721497 0.586031490706626 0.0138247472824574 0.000405250416162763 0.012420145374447 1.62100166465105 59.9027388266898 9650393.00265506 0.669866450567927 0.165066774716037 17.9607374065146 349607 1 0 0.800000000006815 0.0999999999965926 1000 1e-08 1 469.6522677029 0.916324910335653 0.339651341301642 0.160348658698358 0.5 0.0110731110011171 0.0221299157839431 0.00475430161040242 0.000405250416162763 0.0149756847066725 31859185.0502688 0.129289490145482 0.125583990449587 0.254873480402151 3185919.49538096 0.466899516372924 2.97284391207426
1 0.0331898996743443 0.629678510250269 0.0138090260972723 0.000410488596064208 0.01236787697739 1.64195438425683 67.619776628237 9682559.19087324 0.675601390823291 0.162199304588354 18.9719919743237 317441 1 0 0.799999999999958 0.100000000000021 1000 1e-08 1 453.897849437071 0.922546712574156 0.351092436881381 0.148907563118619 0.5 0.0113643918772885 0.0227112431595308 0.0047482396697808 0.000410488596064208 0.0169049441570593 31410094.5903891 0.130831009121656 0.120449762086426 0.251280756723113 3141009.73479044 0.37555972522299 2.9376866797212
1 0.033770751942352 0.676772077236894 0.01379125354925 0.000416038059297645 0.012319478701802 1.66415223719058 76.7249062643775 9713044.23579266 0.681589208710552 0.159205395644724 20.0401838369536 286956 1 0 0.799999999985003 0.100000000007498 1000 1e-08 1 438.418167810356 0.928955369816127 0.362958079110218 0.137041920889782 0.5 0.0116734624725797 0.0233281277758953 0.00474138797839268 0.000416038059297645 0.0191812265660944 30927390.4578191 0.13240612269689 0.115013019862337 0.247419123662552 3092739.10094816 0.299204811765869 2.90500320548293
1 0.0343302359061019 0.724382447707503 0.013772797966505 0.000421538321047331 0.0122789229354642 1.68615328418932 86.8390748958002 9740194.09502538 0.687435218423303 0.156282390788349 21.1004214969216 259806 1 0 0.799999999976979 0.100000000011511 1000 1e-08 1 424.244703255132 0.935098215043109 0.374408671776809 0.125591328223191 0.5 0.0119804733183457 0.0239409698754366 0.00473427435129705 0.000421538321047331 0.0217097687239501 30444420.4049092 0.133915049103983 0.109640322148585 0.243555363239274 3044442.63982624 0.239344700791773 2.87637534377767
1 0.0349317041670826 0.778573599401512 0.0137516426604019 0.000427659295555804 0.0122427263642867 1.71063718222321 99.5893155755112 9767384.73182393 0.693837822863865 0.153081088568068 22.2884516506123 232615 1 0 0.800000000236131 0.0999999998819343 1000 1e-08 1 409.760845568261 0.941663435360958 0.386730025495802 0.113269974504198 0.5 0.0123230058660165 0.0246248416901197 0.00472612186877482 0.000427659295555804 0.0248973288938778 29904025.8250622 0.135539619148049 0.103692563614144 0.239232206600498 2990404.77442146 0.18685961788718 2.84809593063174
1 0.0362933822732019 0.917237025598232 0.0136984402281102 0.000442585096403722 0.0121946500624307 1.77034038561489 139.312003874403 9823148.79624387 0.708999992458354 0.145500003770823 25.2728450242979 176851 1 0 0.799999999890638 0.100000000054681 1000 1e-08 1 379.590310610983 0.956325133287267 0.414557760556908 0.0854422394430918 0.5 0.0131629917925754 0.0263025248777067 0.00470562782630956 0.000442585096403722 0.0348280009686007 28585353.4232719 0.139292248449084 0.089390558307842 0.228682827386176 2858537.37378968 0.101556907567315 2.79091742523614
1 0.0371733702262917 1.02486870925096 0.0136592754045432 0.000453334959706552 0.0121951535991192 1.81333983882621 178.652019936881 9856161.51768624 0.719530079465949 0.140234960267025 27.5699701967323 143838 1 0 0.800000000000558 0.0999999999997211 1000 1e-08 1 361.831298081413 0.965580643320474 0.43234597875518 0.0676540212448204 0.5 0.0137728618965017 0.027521445898134 0.00469054873309856 0.000453334959706553 0.0446630049842203 27643541.7816876 0.141836093601 0.0793121874631515 0.221148334253501 2764357.83763623 0.0644105708357842 2.75721210792243
1 0.0377950684934142 1.11495556534041 0.0136284216148287 0.000461676202261815 0.0122152497843009 1.84670480904726 218.408431609032 9878576.4871844 0.727479490812142 0.136260254593929 29.5000276434131 121424 1 0 0.800000000001658 0.099999999999171 1000 1e-08 1 350.025537269798 0.971962463285267 0.444711030035565 0.0552889699644355 0.5 0.0142493976879816 0.02847449951959 0.00467867403291033 0.000461676202261815 0.0546021079022579 26921175.6875164 0.143729235856914 0.0716402271314759 0.215369405500131 2692115.69433869 0.0444757601786952 2.73422445346438
1 0.0382484024677832 1.19185793556524 0.0136035568894634 0.000468271739672886 0.0122429097546574 1.87308695869154 257.858082428439 9894627.01873643 0.733630120826892 0.133184939586554 31.1609860456041 105373 1 0 0.800000000003875 0.0999999999980626 1000 1e-08 1 341.777448444505 0.976504226699846 0.453560504762665 0.0464394952373352 0.5 0.0146286144438616 0.0292333568361328 0.00466910724032053 0.000468271739672886 0.0644645206071097 26356307.2026397 0.145179928305853 0.0656705316516688 0.210850457621118 2635631.60344379 0.0326917753428388 2.71767903525064
1 0.038585333513638 1.25783652375705 0.0135833597013512 0.000473523602414548 0.012272113761753 1.89409440965819 296.051629819863 9906467.62531402 0.738443336164742 0.130778331917629 32.5988247143819 93532 1 0 0.800000000007355 0.0999999999963224 1000 1e-08 1 335.834638145749 0.979801869973368 0.460011704403309 0.0399882955966909 0.5 0.0149322804805625 0.0298413133759991 0.00466133820390946 0.000473523602414548 0.0740129074549656 25911001.7969992 0.146307300056898 0.0609806654637114 0.207288014375994 2591103.62246912 0.0252746116595645 2.70542776484847
1 0.0388683214190599 1.32126259325709 0.013564940397404 0.000478212018185853 0.0123033874560724 1.91284807274341 336.734989917209 9916390.61968039 0.742677552059425 0.128661223970288 33.9933021293064 83609 1 0 0.800000000012125 0.0999999999939376 1000 1e-08 1 330.962229472647 0.982508787989333 0.465323518476269 0.0346764815237312 0.5 0.0152047859283511 0.0303870933320597 0.00465425453684039 0.000478212018185853 0.0841837474793023 25517073.2348191 0.147293614213785 0.0568429199545835 0.204136585878553 2551710.90899112 0.0198635444068748 2.69513697061518
1 0.0390857688462698 1.37659043102811 0.0135497160217845 0.000482015825704629 0.012332259027588 1.92806330281852 375.499256218577 9924019.26020657 0.746069803598285 0.126965098200857 35.2197352556232 75981 1 0 0.800000000016895 0.0999999999915526 1000 1e-08 1 327.289962082772 0.98454270600079 0.469324339939357 0.0306756600606427 0.5 0.0154268864516019 0.0308320592528163 0.00464840064380014 0.000482015825704629 0.0938748140546442 25200099.9293282 0.148080222007358 0.0535206140891501 0.201600799434625 2520009.15983865 0.0161876730321306 2.68721629453659
1 0.0392666456372472 1.42824687896621 0.0135361872999817 0.000485332655936612 0.0123599214565005 1.94133062374645 414.502882428794 9930376.45149816 0.748996507272332 0.125501746363834 36.3730299797092 69624 1 0 0.800000000021119 0.0999999999894403 1000 1e-08 1 324.281667871768 0.986199261156647 0.472588982705916 0.0274110172940835 0.5 0.0156213613064251 0.031221774019392 0.00464319955887708 0.000485332655936612 0.103625720607198 24925624.5816109 0.148756345561431 0.0506487167861455 0.199404996652887 2492560.17342663 0.0134375033715325 2.68061336827807
1 0.0394164250986879 1.47587904918681 0.013524296950833 0.000488197291544076 0.0123856308714391 1.9527891661763 452.904516699521 9935653.2656216 0.751500907288932 0.124249546355534 37.4432497490987 64347 1 0 0.800000000024258 0.0999999999878709 1000 1e-08 1 321.821858242977 0.98754353731942 0.475242238101352 0.0247577618986475 0.5 0.0157899545110602 0.031559691444787 0.00463862897663514 0.000488197291544076 0.11322612917488 24690028.1144537 0.149333048872457 0.0481872158321051 0.19752022491563 2469001.82199873 0.0113660574369748 2.67513334024763
1 0.0395397666926312 1.51915592525286 0.0135139741519773 0.000490645245931726 0.0124089059438776 1.9625809837269 489.83623428457 9940009.59484227 0.753624005455397 0.123187997272302 38.4209633066948 59990 1 0 0.800000000026137 0.0999999999869317 1000 1e-08 1 319.817187356586 0.988629707022469 0.477388697607333 0.0226113023926665 0.5 0.0159345055159738 0.031849467805543 0.00463466143315797 0.000490645245931726 0.122459058571142 24489766.3672218 0.149820596902602 0.0460974717753724 0.195918130937774 2448980.74971216 0.00979762638349442 2.67061118806768
1 0.0396544011594255 1.5633433118837 0.0135038975510197 0.000492999371016414 0.0124323998497512 1.97199748406566 529.55612730333 9944068.69262429 0.755651001714584 0.122174499142708 39.4242068011183 55931 1 0 0.800000000027012 0.0999999999864941 1000 1e-08 1 317.970780420181 0.989620620118132 0.479348971762995 0.0206510282370047 0.5 0.0160739475917276 0.0321290424072591 0.00463078894699813 0.000492999371016414 0.132389031825832 24298208.0064353 0.150284909374004 0.0441007062118669 0.194385664051482 2429824.22392411 0.00844953794197944 2.66640014587058
1 0.0397608325199832 1.60847067789962 0.0134940786311932 0.000495259236891241 0.0124559574209703 1.98103694756497 572.216892947653 9947847.13824842 0.757583315837841 0.12120834208108 40.4536468669569 52153 1 0 0.80000000002682 0.09999999998659 1000 1e-08 1 316.270777346583 0.9905230948955 0.481136001521359 0.0188639984786411 0.5 0.0162082170422832 0.0323982820840674 0.00462701589940737 0.000495259236891241 0.143054223236913 24115252.3666017 0.150726460408844 0.0421955809010481 0.192922018932813 2411525.11780621 0.00729134178236827 2.66248320468578
1 0.0398476267859999 1.64875268426324 0.013485705877216 0.00049715941706625 0.0124765125847074 1.988637668265 612.079035471967 9950935.91347152 0.759197869727466 0.120401065136267 41.37643361091 49064 1 0 0.800000000025877 0.0999999999870617 1000 1e-08 1 314.894504956114 0.991245478197719 0.482567598047425 0.0174324019525751 0.5 0.0163214367983748 0.0326253393965369 0.00462379888001036 0.00049715941706625 0.153019758867992 23962058.5043144 0.151094586946042 0.0406018667737138 0.191696468034515 2396207.56616941 0.00641277791723729 2.65928374172093
1 0.0399175813476116 1.68388841707574 0.0134786958138814 0.000498731111866909 0.0124940213066479 1.99492444746764 648.211711869887 9953430.49616444 0.760526293414387 0.119736853292807 42.1841294043354 46570 1 0 0.800000000024593 0.0999999999877034 1000 1e-08 1 313.791782582819 0.991818147261575 0.483703237237384 0.0162967627626159 0.5 0.0164153123650192 0.0328136213013245 0.00462110566684749 0.000498731111866909 0.162052927967472 23835890.8050487 0.151396912040113 0.039290298127198 0.19068712644039 2383585.89415878 0.00574744368024098 2.65670163107456
1 0.0399836517275923 1.71960057867122 0.0134718421542994 0.000500250580114183 0.0125113779882433 2.00100232045673 686.227119568284 9955790.83908091 0.761804550071728 0.119097724964136 43.0075919625056 44209 1 0 0.800000000022947 0.0999999999885265 1000 1e-08 1 312.755598442931 0.992350663464901 0.48475983927923 0.01524016072077 0.5 0.016506270629305 0.0329960681787218 0.00461847274267735 0.000500250580114183 0.171556779892071 23714226.9443026 0.151687335215485 0.0380264526614082 0.189713815554421 2371425.07830664 0.00515388094214603 2.65426012558835
1 0.0400460348230721 1.75590365735925 0.0134651467661187 0.000501718324397053 0.0125285393825806 2.00687329758821 726.189540735613 9958023.31690046 0.763033686873399 0.1184831565633 43.8471290632651 41977 1 0 0.800000000021029 0.0999999999894856 1000 1e-08 1 311.781945708463 0.992845556796874 0.485742299651294 0.0142577003487058 0.5 0.0165943269611649 0.0331727095178077 0.00461590081142827 0.000501718324397053 0.181547385183903 23597188.5071783 0.151966144909317 0.0368114187337736 0.188777508057426 2359717.07143463 0.00462432252130944 2.65195243746773
1 0.0401049202888801 1.79281243709075 0.0134586109365938 0.000503134930142045 0.0125454664045685 2.01253972056818 768.161825792219 9960134.09916973 0.764214788308065 0.117892605845967 44.7030544924892 39866 1 0 0.800000000018967 0.0999999999905164 1000 1e-08 1 310.867048158026 0.993305244024866 0.486655307807299 0.0133446921927008 0.5 0.0166795024171796 0.0333435863730325 0.00461339035419901 0.000503134930142045 0.192040456448055 23484532.1391346 0.152233635442339 0.0356426394079515 0.187876257113077 2348453.32705279 0.00415182316972416 2.64977197944634
1 0.0401514511108784 1.82404329025013 0.0134532632886753 0.00050427683923177 0.0125593677259436 2.01710735692708 804.717959351888 9961804.42364568 0.765163144463851 0.117418427768074 45.4290751587789 38196 1 0 0.800000000017161 0.0999999999914196 1000 1e-08 1 310.146948768229 0.993663085084871 0.487366326660384 0.0126336733396155 0.5 0.0167483325114492 0.0334816820818778 0.00461133641950155 0.00050427683923177 0.201179489837972 23394026.7568208 0.152448111946613 0.0347041790952943 0.187152214054566 2339399.82631505 0.0037971640533616 2.64804751970718
1 0.0401957802277634 1.85571404767344 0.01344805613086 0.000505384091595089 0.0125730633596712 2.02153636638036 842.745766116878 9963397.70016098 0.766079558515484 0.116960220742258 46.1668871000466 36602 1 0 0.800000000015339 0.0999999999923303 1000 1e-08 1 309.463247189931 0.993999341907907 0.488034691713352 0.0119653082866475 0.5 0.0168151567409342 0.0336157631412926 0.00460933656023243 0.000505384091595089 0.210686441529219 23306396.2035938 0.15265510622907 0.0337960080327181 0.18645116962875 2330643.38870747 0.00347457573191245 2.64640343582141
1 0.040238004390423 1.887833648975 0.0134429590332584 0.000506457111883067 0.0125865365232578 2.02582844753227 882.277252209296 9964917.14396466 0.766964678796403 0.116517660601798 46.9166818179562 35083 1 0 0.800000000013514 0.0999999999932431 1000 1e-08 1 308.814111091848 0.994315222284879 0.488662761267428 0.0113372387325722 0.5 0.0168800357625758 0.0337459504523213 0.00460737908126528 0.000506457111883067 0.220569313052324 23221790.184368 0.152854789531073 0.0329195589643872 0.185774321474944 2322178.66741103 0.00318111849285343 2.64483628599974
1 0.0402782162199974 1.92041113184312 0.0134379719573172 0.000507496339659177 0.0125997719682337 2.02998535863671 923.342370533921 9966365.85895898 0.767819151077657 0.116090424461171 47.6786539243432 33634 1 0 0.800000000011709 0.0999999999941456 1000 1e-08 1 308.197808642849 0.994611875874322 0.489252783630237 0.0107472163697632 0.5 0.016942989247865 0.0338722830437619 0.00460546396072907 0.000507496339659177 0.23083559263348 23139979.4101007 0.153047331463105 0.0320724769218272 0.185119835280805 2314000.28580375 0.00291412088207901 2.6433427537595
1 0.0403165042197502 1.9534556270058 0.0134330945623089 0.00050850222565578 0.0126127558799276 2.03400890262312 965.968639613655 9967746.83797312 0.768643615794901 0.11567819210255 48.4530011917265 32253 1 0 0.800000000009926 0.0999999999950368 1000 1e-08 1 307.612704622892 0.994890395095152 0.489806898252587 0.0101931017474126 0.5 0.0170040381092262 0.0339948024777263 0.00460359106087524 0.00050850222565578 0.241492159903414 23061002.9708197 0.153232899417357 0.0312550929487351 0.184488023766558 2306102.86710527 0.00267115603585502 2.64191964537014
1 0.0403458063295331 1.98023366464415 0.0134292712110281 0.000509283236264594 0.0126229534763765 2.03713294505838 1001.21036875752 9968804.7920175 0.769282007561835 0.115358996219083 49.0815240739066 31195 1 0 0.80000000000852 0.0999999999957399 1000 1e-08 1 307.166044667232 0.995100852009613 0.490225705670257 0.00977429432974286 0.5 0.0170515205773779 0.034090101822267 0.00460212297963 0.000509283236264595 0.250302592189379 22999805.871006 0.153376443267905 0.0306219628697103 0.183998446968048 2299983.62862224 0.00249259967382982 2.64082979605262
1 0.0403739726652365 2.00732124907046 0.0134255172322171 0.000510043438453825 0.0126329762662417 2.0401737538153 1037.47822309529 9969822.66753132 0.769901918986039 0.115049040506981 49.7182000323402 30177 1 0 0.800000000007136 0.0999999999964322 1000 1e-08 1 306.737613998826 0.995300872632754 0.490623827063523 0.00937617293647739 0.5 0.0170978097225677 0.0341830117902679 0.00460068159581285 0.000510043438453825 0.259369555773822 22940337.5798145 0.153515712073657 0.0300069224475186 0.183522700638516 2294038.06384845 0.00232697568368381 2.63978153417851
1 0.0404076438089937 2.04162333690588 0.0134209214943076 0.000510964792021966 0.0126452508450453 2.04385916808786 1084.27055514961 9971040.75202396 0.770651299377782 0.114674350311109 50.525671493161 28959 1 0 0.800000000005435 0.0999999999972824 1000 1e-08 1 306.226626366481 0.99553695701158 0.491093832775877 0.00890616722412336 0.5 0.0171540111914534 0.0342958253749526 0.00459891708969388 0.000510964792021966 0.271067638787403 22868427.3455888 0.153683910233922 0.029263458415409 0.182947418764711 2286846.24032788 0.00213668057947328 2.63852745948554
1 0.0404333975779877 2.06942498240384 0.013417321516986 0.000511679045907232 0.0126548614896957 2.04671618362893 1122.87988268763 9971973.43606437 0.771230773164363 0.114384613417819 51.1810806502803 28027 1 0 0.80000000000411 0.0999999999979451 1000 1e-08 1 305.836652797831 0.99571523166768 0.491448822575022 0.00855117742497819 0.5 0.0171976592070628 0.03438344669586 0.0045975349621117 0.000511679045907232 0.280719970671907 22812851.1668995 0.153813855661408 0.0286890429477081 0.182502809335196 2281281.65299396 0.00199676309943677 2.63756748109691
1 0.0404581390148624 2.09755187928551 0.0134137888489597 0.000512373264839608 0.012664281583772 2.04949305935843 1162.54033547187 9972870.37414988 0.771792770332639 0.11410361483368 51.8449916471682 27130 1 0 0.800000000002774 0.0999999999986128 1000 1e-08 1 305.462709520042 0.995884564836521 0.491786066479626 0.0082139335203739 0.5 0.0172401533410534 0.0344687573405124 0.00459617872950283 0.000512373264839608 0.290635083867969 22758849.9950751 0.153939785084669 0.0281310924677535 0.182070799960601 2275882.11991644 0.00186692022787193 2.63664450046821
1 0.0404760516946596 2.11886344636385 0.0134111830298582 0.000512880923360001 0.0126712191996649 2.05152369344001 1192.97774071244 9973520.36899653 0.772202977896584 0.113898511051708 52.3485705164127 26480 1 0 0.800000000001842 0.0999999999990788 1000 1e-08 1 305.192404253804 0.996005948303315 0.492027849055586 0.00797215094441412 0.5 0.0172712742145665 0.0345312389426742 0.0045951783587814 0.000512880923360001 0.298244435178111 22719421.0325423 0.154031642581027 0.0277238029454922 0.181755368260338 2271939.23994517 0.00177569992128512 2.63597575411671
1 0.0404991042263805 2.14757135080007 0.0134077661314953 0.000513540648850582 0.012680296482115 2.05416259540233 1234.48506636384 9974357.71927262 0.772735101156034 0.113632449421983 53.0276259641608 25642 1 0 0.800000000000568 0.099999999999716 1000 1e-08 1 304.845065447932 0.996160625151509 0.492335991102245 0.00766400889775501 0.5 0.017311779165623 0.0346125660693155 0.00459386665914481 0.000513540648850582 0.308621266590961 22668184.2084913 0.154150726423372 0.0271946876994602 0.18134547366793 2266822.39810403 0.00166173128706448 2.63511439138863
1 0.0405212364224279 2.17661806929958 0.0134044140937738 0.000514180984816282 0.0126891731401288 2.05672393926513 1277.04804693127 9975162.64585189 0.773250548478415 0.113374725760792 53.7154899867481 24837 1 0 0.799999999999373 0.100000000000314 1000 1e-08 1 304.512151212626 0.996307460837523 0.492628556520513 0.00737144347948699 0.5 0.0173511647964949 0.0346916516012396 0.00459257990646991 0.000514180984816282 0.319262011732818 22618588.5413055 0.154265999741327 0.0266826324960172 0.180948708330444 2261863.65878552 0.00155592292445354 2.63428652914655
1 0.0405424790807235 2.20600859581576 0.0134011258787315 0.000514802161541023 0.0126978461409824 2.05920864616409 1320.66376705537 9975936.28262885 0.773749598742904 0.113125200628548 54.4122768472894 24064 1 0 0.799999999998275 0.100000000000862 1000 1e-08 1 304.193130123451 0.996446820920068 0.492906266921709 0.00709373307829089 0.5 0.0173894437934986 0.0347685209173604 0.00459131769958829 0.000514802161541023 0.330165941763842 22570626.6253641 0.154377533915377 0.0261875406010634 0.180565013002912 2257060.58686 0.00145767411639084 2.63349097883838
1 0.0405578450797052 2.22828013766599 0.0133987009338688 0.000515255607656106 0.0127042155874779 2.06102243062442 1354.06313006625 9976496.63690111 0.774113289772705 0.112943355113648 54.9407921768753 23503 1 0 0.799999999997486 0.100000000001257 1000 1e-08 1 303.962676761628 0.996546645192283 0.493105216043994 0.00689478395600643 0.5 0.0174174344559207 0.0348247338078796 0.00459038689490379 0.000515255607656106 0.338515782516561 22535540.1508684 0.154458772639957 0.025825468770662 0.180284321206947 2253559.00490327 0.00138861254409828 2.63291482984168
